GBJ002_00001	BTF1_09110
GBJ002_00829	BTF1_12745
GBJ002_00830	BTF1_12750
GBJ002_00831	BTF1_12755
GBJ002_00832	BTF1_12760
GBJ002_00833	BTF1_12770
GBJ002_00834	BTF1_12775
GBJ002_00835	BTF1_12780
GBJ002_00836	BTF1_12785
GBJ002_00837	None
GBJ002_00838	BTF1_12790
GBJ002_00839	BTF1_12795
GBJ002_00841	BTF1_12800
GBJ002_00842	BTF1_10455
GBJ002_00843	None
GBJ002_00844	BTF1_12820
GBJ002_00845	BTF1_12825
GBJ002_00846	BTF1_12830
GBJ002_00847	BTF1_12835
GBJ002_00848	BTF1_12840
GBJ002_00849	BTF1_12845
GBJ002_00850	BTF1_12850
GBJ002_00851	BTF1_12855
GBJ002_00852	BTF1_12860
GBJ002_00853	BTF1_12865
GBJ002_00854	BTF1_12870
GBJ002_00855	BTF1_12875
GBJ002_00856	BTF1_12880
GBJ002_00857	BTF1_12885
GBJ002_00858	BTF1_12890
GBJ002_00859	BTF1_12895
GBJ002_00860	BTF1_12900
GBJ002_00861	BTF1_12905
GBJ002_00862	BTF1_12910
GBJ002_00863	BTF1_12915
GBJ002_00864	BTF1_12920
GBJ002_00865	BTF1_12925
GBJ002_00866	BTF1_12930
GBJ002_00867	BTF1_12935
GBJ002_00868	BTF1_12940
GBJ002_00869	BTF1_12945
GBJ002_00870	BTF1_12950
GBJ002_00871	BTF1_12955
GBJ002_00872	BTF1_12960
GBJ002_00873	BTF1_12965
GBJ002_00874	BTF1_12975
GBJ002_00875	BTF1_12980
GBJ002_00876	BTF1_12985
GBJ002_00877	BTF1_12990
GBJ002_00878	BTF1_12995
GBJ002_00879	BTF1_13000
GBJ002_00880	BTF1_13005
GBJ002_00881	BTF1_05180
GBJ002_00882	BTF1_05180
GBJ002_00883	BTF1_13020
GBJ002_00884	BTF1_13030
GBJ002_00885	BTF1_13035
GBJ002_00886	BTF1_13040
GBJ002_00887	BTF1_13045
GBJ002_00888	BTF1_13050
GBJ002_00889	BTF1_13055
GBJ002_00890	BTF1_13060
GBJ002_00891	BTF1_13065
GBJ002_00892	BTF1_13070
GBJ002_00893	BTF1_13080
GBJ002_00894	BTF1_13085
GBJ002_00895	BTF1_13090
GBJ002_00896	BTF1_13095
GBJ002_00897	BTF1_13100
GBJ002_00898	BTF1_13105
GBJ002_00899	BTF1_13115
GBJ002_00900	BTF1_13120
GBJ002_00901	BTF1_13125
GBJ002_00902	None
GBJ002_00903	BTF1_13130
GBJ002_00904	BTF1_13135
GBJ002_00905	BTF1_13140
GBJ002_00906	BTF1_13145
GBJ002_00907	BTF1_13150
GBJ002_00908	BTF1_13155
GBJ002_00909	BTF1_22445
GBJ002_00910	BTF1_22445
GBJ002_00911	BTF1_13170
GBJ002_00912	BTF1_13175
GBJ002_00913	BTF1_13180
GBJ002_00914	BTF1_13185
GBJ002_00915	BTF1_13190
GBJ002_00916	BTF1_13195
GBJ002_00917	BTF1_13200
GBJ002_00918	BTF1_13205
GBJ002_00919	BTF1_00060
GBJ002_00920	BTF1_13210
GBJ002_00921	BTF1_13215
GBJ002_00922	BTF1_13220
GBJ002_00923	BTF1_13225
GBJ002_00924	BTF1_13230
GBJ002_00925	BTF1_13235
GBJ002_00926	BTF1_13240
GBJ002_00927	BTF1_13245
GBJ002_00928	BTF1_13250
GBJ002_00929	BTF1_13255
GBJ002_00930	BTF1_13260
GBJ002_00931	BTF1_13265
GBJ002_00932	BTF1_13270
GBJ002_00933	BTF1_13275
GBJ002_00934	BTF1_13280
GBJ002_00935	BTF1_13285
GBJ002_00936	BTF1_13290
GBJ002_00937	BTF1_13295
GBJ002_00938	BTF1_13300
GBJ002_00939	BTF1_13305
GBJ002_00940	BTF1_13310
GBJ002_00941	BTF1_13315
GBJ002_00942	BTF1_13320
GBJ002_00943	BTF1_13325
GBJ002_00944	BTF1_13330
GBJ002_00945	BTF1_13335
GBJ002_00946	BTF1_13340
GBJ002_00947	BTF1_13345
GBJ002_00948	BTF1_13350
GBJ002_00949	BTF1_13355
GBJ002_00950	BTF1_13360
GBJ002_00951	BTF1_13365
GBJ002_00952	BTF1_13370
GBJ002_00953	BTF1_13375
GBJ002_00954	BTF1_13380
GBJ002_00955	BTF1_13385
GBJ002_00956	BTF1_13390
GBJ002_00957	BTF1_13395
GBJ002_00958	BTF1_13400
GBJ002_00959	BTF1_13405
GBJ002_00960	BTF1_13410
GBJ002_00961	BTF1_13415
GBJ002_00962	BTF1_13420
GBJ002_00963	BTF1_13425
GBJ002_00964	BTF1_13430
GBJ002_00965	BTF1_13435
GBJ002_00966	BTF1_13440
GBJ002_00967	BTF1_13445
GBJ002_00968	BTF1_13450
GBJ002_00969	BTF1_13455
GBJ002_00970	BTF1_13460
GBJ002_00971	BTF1_13465
GBJ002_00972	BTF1_13470
GBJ002_00973	BTF1_13475
GBJ002_00974	BTF1_13480
GBJ002_00975	BTF1_13485
GBJ002_00976	BTF1_13490
GBJ002_00977	BTF1_13495
GBJ002_00978	BTF1_13500
GBJ002_00979	BTF1_13505
GBJ002_00980	BTF1_13510
GBJ002_00981	BTF1_13515
GBJ002_00982	BTF1_13520
GBJ002_00983	BTF1_13525
GBJ002_00984	BTF1_13530
GBJ002_00985	BTF1_13535
GBJ002_00986	BTF1_13540
GBJ002_00987	BTF1_13545
GBJ002_00988	BTF1_13550
GBJ002_00989	BTF1_13555
GBJ002_00990	BTF1_13560
GBJ002_00991	BTF1_13565
GBJ002_00992	BTF1_13570
GBJ002_00993	BTF1_13575
GBJ002_00994	BTF1_13580
GBJ002_00995	BTF1_13585
GBJ002_00996	BTF1_13590
GBJ002_00997	BTF1_13595
GBJ002_00998	BTF1_13600
GBJ002_00999	BTF1_13605
GBJ002_01000	BTF1_13610
GBJ002_01001	BTF1_13615
GBJ002_01002	BTF1_13620
GBJ002_01003	BTF1_13625
GBJ002_01004	BTF1_13630
GBJ002_01005	BTF1_13635
GBJ002_01006	BTF1_13640
GBJ002_01007	BTF1_13645
GBJ002_01008	BTF1_13650
GBJ002_01009	BTF1_13655
GBJ002_01010	BTF1_13660
GBJ002_01011	BTF1_13665
GBJ002_01012	BTF1_13670
GBJ002_01013	BTF1_13675
GBJ002_01014	BTF1_13680
GBJ002_01015	BTF1_13685
GBJ002_01016	BTF1_13695
GBJ002_01017	BTF1_13700
GBJ002_01018	BTF1_13705
GBJ002_01019	BTF1_13710
GBJ002_01020	BTF1_13715
GBJ002_01021	BTF1_13720
GBJ002_01022	BTF1_13725
GBJ002_01023	BTF1_13730
GBJ002_01024	BTF1_13735
GBJ002_01025	BTF1_13740
GBJ002_01026	BTF1_13745
GBJ002_01027	BTF1_13750
GBJ002_01028	BTF1_13755
GBJ002_01029	BTF1_13760
GBJ002_01030	BTF1_13765
GBJ002_01031	BTF1_13770
GBJ002_01032	BTF1_13775
GBJ002_01033	BTF1_13780
GBJ002_01034	BTF1_02240
GBJ002_01035	None
GBJ002_01036	BTF1_13795
GBJ002_01037	BTF1_13800
GBJ002_01038	BTF1_13805
GBJ002_01039	BTF1_13810
GBJ002_01040	BTF1_13815
GBJ002_01041	BTF1_13820
GBJ002_01042	BTF1_13825
GBJ002_01043	BTF1_13830
GBJ002_01044	BTF1_13835
GBJ002_01045	BTF1_13840
GBJ002_01046	BTF1_13845
GBJ002_01047	BTF1_13850
GBJ002_01048	BTF1_13855
GBJ002_01049	BTF1_13860
GBJ002_01050	BTF1_13865
GBJ002_01051	BTF1_13870
GBJ002_01052	BTF1_13875
GBJ002_01053	BTF1_13880
GBJ002_01054	BTF1_13885
GBJ002_01055	BTF1_13890
GBJ002_01056	BTF1_13895
GBJ002_01057	BTF1_13900
GBJ002_01058	BTF1_13905
GBJ002_01059	BTF1_13910
GBJ002_01060	BTF1_13915
GBJ002_01061	BTF1_13920
GBJ002_01062	BTF1_13925
GBJ002_01063	BTF1_13930
GBJ002_01064	BTF1_13935
GBJ002_01065	BTF1_13940
GBJ002_01066	BTF1_13945
GBJ002_01067	BTF1_13950
GBJ002_01068	BTF1_13955
GBJ002_01069	BTF1_13960
GBJ002_01070	BTF1_13965
GBJ002_01071	BTF1_13970
GBJ002_01072	BTF1_13975
GBJ002_01073	BTF1_13980
GBJ002_01074	BTF1_13985
GBJ002_01075	BTF1_13990
GBJ002_01076	BTF1_13995
GBJ002_01077	BTF1_14000
GBJ002_01078	BTF1_14005
GBJ002_01079	BTF1_14010
GBJ002_01080	BTF1_14015
GBJ002_01081	BTF1_14020
GBJ002_01082	BTF1_14025
GBJ002_01083	BTF1_14030
GBJ002_01084	BTF1_14035
GBJ002_01085	BTF1_14040
GBJ002_01086	BTF1_14045
GBJ002_01087	BTF1_14050
GBJ002_01088	BTF1_14055
GBJ002_01089	BTF1_14060
GBJ002_01090	BTF1_14065
GBJ002_01091	BTF1_14070
GBJ002_01092	BTF1_14075
GBJ002_01093	BTF1_14080
GBJ002_01094	BTF1_14085
GBJ002_01095	BTF1_14090
GBJ002_01096	BTF1_14095
GBJ002_01097	BTF1_14100
GBJ002_01098	BTF1_14105
GBJ002_01099	BTF1_14110
GBJ002_01100	BTF1_14115
GBJ002_01101	BTF1_14120
GBJ002_01102	BTF1_14125
GBJ002_01103	None
GBJ002_01104	BTF1_14130
GBJ002_01105	BTF1_14135
GBJ002_01106	BTF1_14140
GBJ002_01107	BTF1_14145
GBJ002_01108	BTF1_14150
GBJ002_01109	BTF1_14155
GBJ002_01110	BTF1_14160
GBJ002_01111	BTF1_14165
GBJ002_01112	BTF1_14170
GBJ002_01113	BTF1_14175
GBJ002_01114	BTF1_14180
GBJ002_01115	BTF1_14185
GBJ002_01116	BTF1_14190
GBJ002_01117	BTF1_14195
GBJ002_01118	BTF1_14200
GBJ002_01119	BTF1_14205
GBJ002_01120	BTF1_14210
GBJ002_01121	BTF1_14215
GBJ002_01122	BTF1_14220
GBJ002_01123	BTF1_14225
GBJ002_01124	BTF1_14230
GBJ002_01125	BTF1_14235
GBJ002_01126	None
GBJ002_01127	BTF1_10010
GBJ002_01128	BTF1_14250
GBJ002_01129	BTF1_14255
GBJ002_01130	BTF1_14260
GBJ002_01131	BTF1_14265
GBJ002_01132	BTF1_14270
GBJ002_01133	BTF1_14275
GBJ002_01134	BTF1_14280
GBJ002_01135	BTF1_14285
GBJ002_01136	BTF1_14290
GBJ002_01137	BTF1_14295
GBJ002_01138	None
GBJ002_01139	BTF1_14300
GBJ002_01140	BTF1_14305
GBJ002_01141	BTF1_14310
GBJ002_01142	BTF1_14315
GBJ002_01143	BTF1_14320
GBJ002_01144	BTF1_14325
GBJ002_01145	BTF1_14330
GBJ002_01146	BTF1_14335
GBJ002_01147	BTF1_14340
GBJ002_01148	BTF1_14345
GBJ002_01149	BTF1_14350
GBJ002_01150	BTF1_14355
GBJ002_01151	BTF1_14360
GBJ002_01152	BTF1_14365
GBJ002_01153	BTF1_14370
GBJ002_01154	BTF1_14375
GBJ002_01155	BTF1_14380
GBJ002_01156	BTF1_14385
GBJ002_01157	BTF1_14390
GBJ002_01158	BTF1_14395
GBJ002_01159	BTF1_14400
GBJ002_01160	BTF1_14405
GBJ002_01161	BTF1_14415
GBJ002_01162	BTF1_14420
GBJ002_01163	BTF1_14425
GBJ002_01164	BTF1_14430
GBJ002_01165	BTF1_04985
GBJ002_01166	BTF1_16605
GBJ002_01167	BTF1_16610
GBJ002_01168	BTF1_16615
GBJ002_01169	BTF1_16620
GBJ002_01170	BTF1_16625
GBJ002_01171	BTF1_16630
GBJ002_01172	BTF1_16635
GBJ002_01173	BTF1_16640
GBJ002_01174	BTF1_16645
GBJ002_01175	BTF1_16650
GBJ002_01176	BTF1_16655
GBJ002_01177	BTF1_16660
GBJ002_01178	BTF1_16665
GBJ002_01179	BTF1_16670
GBJ002_01180	BTF1_16675
GBJ002_01181	BTF1_16680
GBJ002_01182	BTF1_16685
GBJ002_01183	BTF1_16690
GBJ002_01184	BTF1_16695
GBJ002_01185	BTF1_16700
GBJ002_01186	BTF1_16705
GBJ002_01187	BTF1_16710
GBJ002_01188	BTF1_16715
GBJ002_01189	BTF1_16720
GBJ002_01190	BTF1_16725
GBJ002_01191	BTF1_16730
GBJ002_01192	BTF1_16735
GBJ002_01193	BTF1_16740
GBJ002_01194	BTF1_16745
GBJ002_01195	BTF1_16750
GBJ002_01196	BTF1_16755
GBJ002_01197	BTF1_16760
GBJ002_01198	BTF1_16765
GBJ002_01199	BTF1_16770
GBJ002_01200	BTF1_16775
GBJ002_01201	BTF1_16780
GBJ002_01202	BTF1_16785
GBJ002_01203	BTF1_16790
GBJ002_01204	BTF1_16795
GBJ002_01205	BTF1_16800
GBJ002_01206	BTF1_16805
GBJ002_01207	BTF1_16810
GBJ002_01208	BTF1_16815
GBJ002_01209	BTF1_16820
GBJ002_01210	BTF1_16825
GBJ002_01211	BTF1_16830
GBJ002_01212	BTF1_16835
GBJ002_01213	BTF1_16840
GBJ002_01214	BTF1_16845
GBJ002_01215	BTF1_16855
GBJ002_01216	BTF1_16860
GBJ002_01217	BTF1_16865
GBJ002_01218	BTF1_16870
GBJ002_01219	BTF1_16875
GBJ002_01220	BTF1_16880
GBJ002_01221	BTF1_16885
GBJ002_01222	BTF1_16890
GBJ002_01223	BTF1_16895
GBJ002_01224	BTF1_16900
GBJ002_01225	BTF1_16905
GBJ002_01226	BTF1_16910
GBJ002_01227	BTF1_16915
GBJ002_01228	BTF1_16920
GBJ002_01229	BTF1_16925
GBJ002_01230	BTF1_16930
GBJ002_01231	BTF1_16935
GBJ002_01232	BTF1_16940
GBJ002_01233	BTF1_16945
GBJ002_01234	BTF1_16950
GBJ002_01235	BTF1_16955
GBJ002_01236	BTF1_16960
GBJ002_01237	BTF1_16965
GBJ002_01238	BTF1_16970
GBJ002_01239	BTF1_16975
GBJ002_01240	BTF1_16980
GBJ002_01241	BTF1_16985
GBJ002_01242	BTF1_16990
GBJ002_01243	BTF1_16995
GBJ002_01244	BTF1_17000
GBJ002_01245	BTF1_17005
GBJ002_01246	BTF1_17010
GBJ002_01247	BTF1_17015
GBJ002_01248	BTF1_17020
GBJ002_01249	BTF1_17025
GBJ002_01250	BTF1_17030
GBJ002_01251	BTF1_17035
GBJ002_01252	BTF1_17040
GBJ002_01253	BTF1_17045
GBJ002_01254	BTF1_17050
GBJ002_01255	BTF1_17060
GBJ002_01256	BTF1_17065
GBJ002_01257	BTF1_17070
GBJ002_01258	BTF1_17075
GBJ002_01259	BTF1_17080
GBJ002_01260	BTF1_17085
GBJ002_01261	BTF1_17090
GBJ002_01262	BTF1_17095
GBJ002_01263	None
GBJ002_01264	None
GBJ002_01265	BTF1_17110
GBJ002_01266	BTF1_17115
GBJ002_01267	BTF1_17120
GBJ002_01268	BTF1_17125
GBJ002_01269	BTF1_17130
GBJ002_01270	BTF1_17135
GBJ002_01271	BTF1_17140
GBJ002_01272	BTF1_17145
GBJ002_01273	BTF1_17150
GBJ002_01274	BTF1_17155
GBJ002_01275	BTF1_17160
GBJ002_01276	BTF1_17165
GBJ002_01277	BTF1_17170
GBJ002_01278	BTF1_17175
GBJ002_01279	BTF1_17180
GBJ002_01280	BTF1_17185
GBJ002_01281	BTF1_17190
GBJ002_01282	BTF1_17195
GBJ002_01283	BTF1_17200
GBJ002_01284	BTF1_17205
GBJ002_01285	BTF1_17215
GBJ002_01286	None
GBJ002_01287	BTF1_17220
GBJ002_01288	BTF1_17225
GBJ002_01289	BTF1_17230
GBJ002_01290	BTF1_17235
GBJ002_01291	BTF1_17240
GBJ002_01292	None
GBJ002_01293	BTF1_17245
GBJ002_01294	BTF1_17250
GBJ002_01295	BTF1_17255
GBJ002_01296	BTF1_17260
GBJ002_01297	BTF1_17265
GBJ002_01298	BTF1_17270
GBJ002_01299	BTF1_17275
GBJ002_01300	BTF1_17280
GBJ002_01301	BTF1_17285
GBJ002_01302	BTF1_17290
GBJ002_01303	BTF1_17295
GBJ002_01304	BTF1_17300
GBJ002_01305	BTF1_17305
GBJ002_01306	BTF1_17310
GBJ002_01307	BTF1_17315
GBJ002_01308	BTF1_17320
GBJ002_01309	BTF1_17325
GBJ002_01310	BTF1_17330
GBJ002_01311	BTF1_17335
GBJ002_01312	BTF1_17340
GBJ002_01313	BTF1_17345
GBJ002_01314	BTF1_17350
GBJ002_01315	BTF1_17355
GBJ002_01316	BTF1_17360
GBJ002_01317	BTF1_17365
GBJ002_01318	BTF1_17370
GBJ002_01319	BTF1_17375
GBJ002_01320	BTF1_17380
GBJ002_01321	BTF1_17385
GBJ002_01322	BTF1_17390
GBJ002_01323	BTF1_17395
GBJ002_01324	BTF1_17400
GBJ002_01325	BTF1_17405
GBJ002_01326	BTF1_17410
GBJ002_01327	BTF1_17415
GBJ002_01328	BTF1_17420
GBJ002_01329	BTF1_17425
GBJ002_01330	BTF1_17430
GBJ002_01331	BTF1_17435
GBJ002_01332	BTF1_17440
GBJ002_01333	BTF1_17445
GBJ002_01334	BTF1_17450
GBJ002_01335	BTF1_17455
GBJ002_01336	BTF1_17460
GBJ002_01337	BTF1_17465
GBJ002_01338	BTF1_17470
GBJ002_01339	BTF1_17475
GBJ002_01340	BTF1_17480
GBJ002_01341	BTF1_17485
GBJ002_01342	BTF1_17490
GBJ002_01343	BTF1_17495
GBJ002_01344	BTF1_17500
GBJ002_01345	BTF1_17505
GBJ002_01346	BTF1_17510
GBJ002_01347	BTF1_17515
GBJ002_01348	BTF1_17520
GBJ002_01349	BTF1_17525
GBJ002_01350	BTF1_17530
GBJ002_01351	BTF1_17535
GBJ002_01352	BTF1_17540
GBJ002_01353	BTF1_17545
GBJ002_01354	BTF1_17550
GBJ002_01355	BTF1_17555
GBJ002_01356	BTF1_17560
GBJ002_01357	BTF1_17565
GBJ002_01358	BTF1_17570
GBJ002_01359	BTF1_17575
GBJ002_01360	BTF1_17580
GBJ002_01361	BTF1_17585
GBJ002_01362	BTF1_17590
GBJ002_01363	BTF1_17595
GBJ002_01364	BTF1_17600
GBJ002_01365	BTF1_17605
GBJ002_01366	BTF1_17610
GBJ002_01367	BTF1_17615
GBJ002_01368	BTF1_17620
GBJ002_01369	BTF1_17625
GBJ002_01370	BTF1_17630
GBJ002_01371	BTF1_17635
GBJ002_01372	BTF1_17640
GBJ002_01373	BTF1_17645
GBJ002_01374	BTF1_17650
GBJ002_01375	BTF1_17655
GBJ002_01376	BTF1_17660
GBJ002_01377	BTF1_17665
GBJ002_01378	BTF1_17670
GBJ002_01379	BTF1_17675
GBJ002_01380	BTF1_17680
GBJ002_01381	BTF1_17685
GBJ002_01382	BTF1_17690
GBJ002_01383	BTF1_17695
GBJ002_01384	BTF1_17700
GBJ002_01385	BTF1_17705
GBJ002_01386	BTF1_17710
GBJ002_01387	BTF1_17715
GBJ002_01388	BTF1_17720
GBJ002_01389	BTF1_17725
GBJ002_01390	BTF1_17730
GBJ002_01391	BTF1_17735
GBJ002_01392	BTF1_17740
GBJ002_01393	BTF1_17745
GBJ002_01394	BTF1_17750
GBJ002_01395	BTF1_17755
GBJ002_01396	BTF1_17760
GBJ002_01397	BTF1_17765
GBJ002_01398	BTF1_17770
GBJ002_01399	BTF1_17775
GBJ002_01400	BTF1_17780
GBJ002_01401	BTF1_17785
GBJ002_01402	BTF1_17790
GBJ002_01403	BTF1_17795
GBJ002_01404	BTF1_17800
GBJ002_01405	BTF1_17805
GBJ002_01406	BTF1_17810
GBJ002_01407	BTF1_17815
GBJ002_01408	BTF1_17820
GBJ002_01409	BTF1_17825
GBJ002_01410	BTF1_17830
GBJ002_01411	BTF1_17840
GBJ002_01412	BTF1_17845
GBJ002_01413	BTF1_17850
GBJ002_01414	BTF1_17855
GBJ002_01415	BTF1_17860
GBJ002_01416	BTF1_17865
GBJ002_01417	BTF1_17870
GBJ002_01418	BTF1_17875
GBJ002_01419	BTF1_17880
GBJ002_01420	BTF1_17885
GBJ002_01421	BTF1_17890
GBJ002_01422	BTF1_17895
GBJ002_01423	BTF1_17900
GBJ002_01424	BTF1_17905
GBJ002_01425	BTF1_17910
GBJ002_01426	BTF1_17915
GBJ002_01427	BTF1_17920
GBJ002_01428	BTF1_17925
GBJ002_01429	BTF1_17930
GBJ002_01430	BTF1_17935
GBJ002_01431	BTF1_17940
GBJ002_01432	BTF1_17945
GBJ002_01433	BTF1_17950
GBJ002_01434	None
GBJ002_01435	BTF1_17955
GBJ002_01436	BTF1_17960
GBJ002_01437	BTF1_17965
GBJ002_01438	BTF1_17970
GBJ002_01439	BTF1_17975
GBJ002_01440	BTF1_17980
GBJ002_01441	BTF1_17985
GBJ002_01442	BTF1_17990
GBJ002_01443	BTF1_17995
GBJ002_01444	BTF1_18000
GBJ002_01445	BTF1_18005
GBJ002_01446	BTF1_18010
GBJ002_01447	BTF1_18015
GBJ002_01448	BTF1_18020
GBJ002_01449	BTF1_18025
GBJ002_01450	BTF1_18030
GBJ002_01451	BTF1_18035
GBJ002_01452	BTF1_18040
GBJ002_01453	BTF1_18045
GBJ002_01454	BTF1_18050
GBJ002_01455	BTF1_18055
GBJ002_01456	BTF1_18060
GBJ002_01457	BTF1_18065
GBJ002_01458	BTF1_18070
GBJ002_01459	BTF1_18075
GBJ002_01460	BTF1_18080
GBJ002_01461	BTF1_18085
GBJ002_01462	BTF1_18090
GBJ002_01463	BTF1_18095
GBJ002_01464	BTF1_18100
GBJ002_01465	BTF1_18105
GBJ002_01466	BTF1_18110
GBJ002_01467	BTF1_18115
GBJ002_01469	BTF1_18120
GBJ002_01470	BTF1_18125
GBJ002_01472	BTF1_18130
GBJ002_01473	BTF1_18135
GBJ002_01474	BTF1_18140
GBJ002_01475	BTF1_18145
GBJ002_01476	BTF1_18150
GBJ002_01477	BTF1_18155
GBJ002_01478	BTF1_18160
GBJ002_01479	BTF1_18165
GBJ002_01480	BTF1_18170
GBJ002_01481	BTF1_18175
GBJ002_01482	BTF1_18180
GBJ002_01483	BTF1_18185
GBJ002_01484	BTF1_18190
GBJ002_01485	BTF1_18195
GBJ002_01486	BTF1_18200
GBJ002_01487	BTF1_18205
GBJ002_01488	BTF1_18210
GBJ002_01489	BTF1_18215
GBJ002_01490	BTF1_18220
GBJ002_01491	BTF1_18225
GBJ002_01492	BTF1_18230
GBJ002_01493	BTF1_18235
GBJ002_01494	BTF1_18240
GBJ002_01495	BTF1_18245
GBJ002_01496	BTF1_18250
GBJ002_01497	BTF1_18255
GBJ002_01498	BTF1_18260
GBJ002_01499	BTF1_18265
GBJ002_01500	BTF1_18270
GBJ002_01501	BTF1_18275
GBJ002_01502	BTF1_18275
GBJ002_01503	BTF1_18280
GBJ002_01504	BTF1_18285
GBJ002_01505	BTF1_18290
GBJ002_01506	BTF1_18295
GBJ002_01507	BTF1_18300
GBJ002_01508	BTF1_18305
GBJ002_01509	BTF1_18310
GBJ002_01510	BTF1_18315
GBJ002_01511	BTF1_18320
GBJ002_01512	BTF1_18325
GBJ002_01513	BTF1_18330
GBJ002_01514	BTF1_18335
GBJ002_01515	BTF1_18340
GBJ002_01516	BTF1_18345
GBJ002_01517	BTF1_18350
GBJ002_01518	BTF1_18355
GBJ002_01519	BTF1_18360
GBJ002_01520	BTF1_18365
GBJ002_01521	BTF1_18370
GBJ002_01522	BTF1_18375
GBJ002_01523	BTF1_18380
GBJ002_01524	BTF1_18385
GBJ002_01525	BTF1_18390
GBJ002_01526	BTF1_18395
GBJ002_01527	BTF1_18400
GBJ002_01528	BTF1_18405
GBJ002_01529	BTF1_18410
GBJ002_01530	BTF1_18415
GBJ002_01531	BTF1_18420
GBJ002_01532	BTF1_18425
GBJ002_01533	BTF1_18430
GBJ002_01534	BTF1_18435
GBJ002_01535	BTF1_18440
GBJ002_01536	BTF1_18445
GBJ002_01537	BTF1_18450
GBJ002_01538	BTF1_18455
GBJ002_01539	BTF1_18460
GBJ002_01540	BTF1_18465
GBJ002_01541	BTF1_18470
GBJ002_01542	BTF1_18475
GBJ002_01543	BTF1_18480
GBJ002_01544	BTF1_18485
GBJ002_01545	BTF1_18490
GBJ002_01546	BTF1_18495
GBJ002_01547	BTF1_18500
GBJ002_01548	BTF1_18505
GBJ002_01549	BTF1_18510
GBJ002_01550	BTF1_18515
GBJ002_01551	BTF1_18520
GBJ002_01552	BTF1_18525
GBJ002_01553	BTF1_18530
GBJ002_01554	BTF1_18535
GBJ002_01555	BTF1_18540
GBJ002_01556	BTF1_18545
GBJ002_01557	BTF1_18550
GBJ002_01558	BTF1_18555
GBJ002_01559	BTF1_18560
GBJ002_01560	BTF1_18565
GBJ002_01561	BTF1_18570
GBJ002_01562	BTF1_18575
GBJ002_01563	BTF1_18580
GBJ002_01564	BTF1_18585
GBJ002_01565	BTF1_18590
GBJ002_01566	BTF1_18595
GBJ002_01567	BTF1_18600
GBJ002_01568	BTF1_18605
GBJ002_01569	BTF1_18610
GBJ002_01570	BTF1_18615
GBJ002_01571	BTF1_18620
GBJ002_01572	BTF1_18625
GBJ002_01573	BTF1_18630
GBJ002_01574	BTF1_18635
GBJ002_01575	BTF1_18640
GBJ002_01576	BTF1_18645
GBJ002_01577	BTF1_18650
GBJ002_01578	BTF1_18655
GBJ002_01579	BTF1_18660
GBJ002_01580	BTF1_18665
GBJ002_01581	BTF1_18670
GBJ002_01582	BTF1_18675
GBJ002_01583	BTF1_18680
GBJ002_01584	BTF1_18685
GBJ002_01585	BTF1_18690
GBJ002_01586	BTF1_18695
GBJ002_01587	BTF1_18700
GBJ002_01588	BTF1_18705
GBJ002_01589	BTF1_18710
GBJ002_01590	BTF1_18715
GBJ002_01591	BTF1_18720
GBJ002_01592	BTF1_18725
GBJ002_01593	BTF1_18730
GBJ002_01594	BTF1_18735
GBJ002_01595	BTF1_18740
GBJ002_01596	BTF1_18745
GBJ002_01597	BTF1_18750
GBJ002_01598	BTF1_18755
GBJ002_01599	BTF1_18760
GBJ002_01600	BTF1_18765
GBJ002_01601	BTF1_18770
GBJ002_01602	BTF1_18775
GBJ002_01603	BTF1_18780
GBJ002_01604	BTF1_18785
GBJ002_01605	BTF1_18790
GBJ002_01606	BTF1_18795
GBJ002_01607	BTF1_18800
GBJ002_01608	BTF1_18805
GBJ002_01609	BTF1_18810
GBJ002_01610	BTF1_18815
GBJ002_01611	BTF1_18820
GBJ002_01612	BTF1_18825
GBJ002_01613	BTF1_18830
GBJ002_01614	BTF1_18835
GBJ002_01615	BTF1_18840
GBJ002_01616	BTF1_18845
GBJ002_01617	BTF1_18850
GBJ002_01618	BTF1_18855
GBJ002_01619	BTF1_18860
GBJ002_01620	BTF1_18865
GBJ002_01621	BTF1_18870
GBJ002_01622	BTF1_18875
GBJ002_01623	BTF1_18880
GBJ002_01624	BTF1_18885
GBJ002_01625	BTF1_18890
GBJ002_01626	BTF1_18895
GBJ002_01627	BTF1_18900
GBJ002_01628	BTF1_18905
GBJ002_01629	BTF1_18910
GBJ002_01630	BTF1_18915
GBJ002_01631	BTF1_18920
GBJ002_01632	BTF1_18925
GBJ002_01633	BTF1_18930
GBJ002_01634	BTF1_18935
GBJ002_01635	BTF1_18940
GBJ002_01636	BTF1_18945
GBJ002_01637	BTF1_18950
GBJ002_01638	BTF1_18955
GBJ002_01639	BTF1_18960
GBJ002_01640	BTF1_18965
GBJ002_01641	BTF1_18970
GBJ002_01642	BTF1_18975
GBJ002_01643	BTF1_18980
GBJ002_01644	BTF1_18985
GBJ002_01645	BTF1_18990
GBJ002_01646	BTF1_18995
GBJ002_01647	BTF1_19000
GBJ002_01648	BTF1_19005
GBJ002_01649	BTF1_19010
GBJ002_01650	BTF1_19015
GBJ002_01651	BTF1_19020
GBJ002_01652	BTF1_19025
GBJ002_01653	BTF1_19030
GBJ002_01654	BTF1_19035
GBJ002_01655	BTF1_19040
GBJ002_01656	BTF1_19045
GBJ002_01657	BTF1_19050
